adjunct_island,5000,0.902015202814252
adjunct_island,10000,0.8783089799684858
adjunct_island,15000,0.8610908337222246
adjunct_island,20000,0.857640726463261
adjunct_island,25000,0.8591051083797062
adjunct_island,30000,0.8517867675226043
adjunct_island,35000,0.8413319763041833
adjunct_island,40000,0.818393949587186
adjunct_island,45000,0.8264421859589494
adjunct_island,50000,0.835163847135947
adjunct_island,55000,0.8021403627466276
adjunct_island,60000,0.8027782863711547
adjunct_island,65000,0.7810758579860674
adjunct_island,70000,0.824891626457664
adjunct_island,75000,0.8085419529834731
adjunct_island,80000,0.8197860440666735
adjunct_island,85000,0.7992318817712587
adjunct_island,90000,0.8225189591754073
adjunct_island,95000,0.7937431712266146
adjunct_island,100000,0.8212475503992328
adjunct_island,105000,0.816449488580636
adjunct_island,110000,0.8250985928787128
adjunct_island,115000,0.8037785138688219
adjunct_island,120000,0.8155379293633246
adjunct_island,125000,0.8162788186307302
adjunct_island,130000,0.8077723830618223
adjunct_island,135000,0.7800868656880533
adjunct_island,140000,0.7807371057192709
adjunct_island,145000,0.7706685013186562
adjunct_island,150000,0.7976849998493399
adjunct_island,155000,0.7736744352651953
adjunct_island,160000,0.7967411809879966
adjunct_island,165000,0.7472092354759975
adjunct_island,170000,0.7587488809919637
adjunct_island,180000,0.7618626114872308
adjunct_island,190000,0.7596713108156643
adjunct_island,200000,0.7541692456946694
adjunct_island,210000,0.7535290302224861
anaphor_gender_agreement,5000,0.873344951164736
anaphor_gender_agreement,10000,0.9660833902329089
anaphor_gender_agreement,15000,0.9815016542032932
anaphor_gender_agreement,20000,0.9419835028737704
anaphor_gender_agreement,25000,0.9413298646035219
anaphor_gender_agreement,30000,0.9552041650808941
anaphor_gender_agreement,35000,0.9246193276044025
anaphor_gender_agreement,40000,0.9340706627908097
anaphor_gender_agreement,45000,0.9080042843718991
anaphor_gender_agreement,50000,0.8664019080620119
anaphor_gender_agreement,55000,0.8212019859630508
anaphor_gender_agreement,60000,0.7880773296466496
anaphor_gender_agreement,65000,0.7513715324480528
anaphor_gender_agreement,70000,0.7527659935174232
anaphor_gender_agreement,75000,0.7717530864584421
anaphor_gender_agreement,80000,0.7616636108763765
anaphor_gender_agreement,85000,0.8108020706890763
anaphor_gender_agreement,90000,0.8297222711526043
anaphor_gender_agreement,95000,0.7507639086200796
anaphor_gender_agreement,100000,0.812649412093855
anaphor_gender_agreement,105000,0.8201906096297272
anaphor_gender_agreement,110000,0.8302816980079798
anaphor_gender_agreement,115000,0.7475840860513344
anaphor_gender_agreement,120000,0.7652726297490061
anaphor_gender_agreement,125000,0.767404487824682
anaphor_gender_agreement,130000,0.8117693981809803
anaphor_gender_agreement,135000,0.7550666974994465
anaphor_gender_agreement,140000,0.8202276034522485
anaphor_gender_agreement,145000,0.7453303028520581
anaphor_gender_agreement,150000,0.7992042309213128
anaphor_gender_agreement,155000,0.7499580301626717
anaphor_gender_agreement,160000,0.7439892003513803
anaphor_gender_agreement,165000,0.7840631975041972
anaphor_gender_agreement,170000,0.8125446023962031
anaphor_gender_agreement,180000,0.7954152366848635
anaphor_gender_agreement,190000,0.8100222933023162
anaphor_gender_agreement,200000,0.8066767832893664
anaphor_gender_agreement,210000,0.8287495290612047
anaphor_number_agreement,5000,0.9991985592017907
anaphor_number_agreement,10000,0.9121359462350971
anaphor_number_agreement,15000,0.9383963767212932
anaphor_number_agreement,20000,0.8849544356187943
anaphor_number_agreement,25000,0.861745278323219
anaphor_number_agreement,30000,0.8725438178563178
anaphor_number_agreement,35000,0.7965909349632236
anaphor_number_agreement,40000,0.8470632147578231
anaphor_number_agreement,45000,0.8174983016663763
anaphor_number_agreement,50000,0.8203868886944733
anaphor_number_agreement,55000,0.7208856450726038
anaphor_number_agreement,60000,0.8012832790653129
anaphor_number_agreement,65000,0.8247051923627414
anaphor_number_agreement,70000,0.7732563875820485
anaphor_number_agreement,75000,0.7876155351067433
